Team Name,Team ID,Team Name Link,League Code,League,Region
Stranraer,407,stranraer,sco.cis,Scottish League Cup,UK & Ireland
Aberdeen,263,aberdeen,sco.tennents,Scottish Cup,UK & Ireland
Airdrieonians,2500,airdrieonians,sco.tennents,Scottish Cup,UK & Ireland
Albion Rovers,420,albion-rovers,sco.tennents,Scottish Cup,UK & Ireland
Alloa Athletic,403,alloa-athletic,sco.tennents,Scottish Cup,UK & Ireland
Annan Athletic,7166,annan-athletic,sco.tennents,Scottish Cup,UK & Ireland
Arbroath,252,arbroath,sco.tennents,Scottish Cup,UK & Ireland
Auchinleck Talbot,10603,auchinleck-talbot,sco.tennents,Scottish Cup,UK & Ireland
Ayr United,248,ayr-united,sco.tennents,Scottish Cup,UK & Ireland
BSC Glasgow,18014,bsc-glasgow,sco.tennents,Scottish Cup,UK & Ireland
Banks O'Dee,9980,banks-odee,sco.tennents,Scottish Cup,UK & Ireland
Beith,11177,beith,sco.tennents,Scottish Cup,UK & Ireland
Berwick Rangers,412,berwick-rangers,sco.tennents,Scottish Cup,UK & Ireland
Bo'ness United,20850,boness-united,sco.tennents,Scottish Cup,UK & Ireland
Bonnyrigg Rose,10605,bonnyrigg-rose,sco.tennents,Scottish Cup,UK & Ireland
Brechin City,413,brechin-city,sco.tennents,Scottish Cup,UK & Ireland
Brora Rangers,17865,brora-rangers,sco.tennents,Scottish Cup,UK & Ireland
Broxburn,20123,broxburn,sco.tennents,Scottish Cup,UK & Ireland
Buckie Thistle,650,buckie-thistle,sco.tennents,Scottish Cup,UK & Ireland
Camelon Juniors,20846,camelon-juniors,sco.tennents,Scottish Cup,UK & Ireland
Celtic,256,celtic,sco.tennents,Scottish Cup,UK & Ireland
Civil Service Strollers,8560,civil-service-strollers,sco.tennents,Scottish Cup,UK & Ireland
Clachnacuddin,2831,clachnacuddin,sco.tennents,Scottish Cup,UK & Ireland
Clyde,255,clyde,sco.tennents,Scottish Cup,UK & Ireland
Clydebank,404,clydebank,sco.tennents,Scottish Cup,UK & Ireland
Cove Rangers,2613,cove-rangers,sco.tennents,Scottish Cup,UK & Ireland
Cowdenbeath,410,cowdenbeath,sco.tennents,Scottish Cup,UK & Ireland
Culter,8568,culter,sco.tennents,Scottish Cup,UK & Ireland
Cumbernauld Colts,18012,cumbernauld-colts,sco.tennents,Scottish Cup,UK & Ireland
Cumnock,21114,cumnock,sco.tennents,Scottish Cup,UK & Ireland
Dalbeattie Star,4520,dalbeattie-star,sco.tennents,Scottish Cup,UK & Ireland
Dalkeith Thistle,21116,dalkeith-thistle,sco.tennents,Scottish Cup,UK & Ireland
Darvel,21117,darvel,sco.tennents,Scottish Cup,UK & Ireland
Deveronvale,661,deveronvale,sco.tennents,Scottish Cup,UK & Ireland
Dumbarton,415,dumbarton,sco.tennents,Scottish Cup,UK & Ireland
Dunbar United,21113,dunbar-united,sco.tennents,Scottish Cup,UK & Ireland
Dundee,261,dundee,sco.tennents,Scottish Cup,UK & Ireland
Dundee United,264,dundee-united,sco.tennents,Scottish Cup,UK & Ireland
Dundonald Bluebell,20847,dundonald-bluebell,sco.tennents,Scottish Cup,UK & Ireland
Dunfermline Athletic,265,dunfermline-athletic,sco.tennents,Scottish Cup,UK & Ireland
Dunipace,21118,dunipace,sco.tennents,Scottish Cup,UK & Ireland
East Fife,421,east-fife,sco.tennents,Scottish Cup,UK & Ireland
East Kilbride,17582,east-kilbride,sco.tennents,Scottish Cup,UK & Ireland
East Stirlingshire,418,east-stirlingshire,sco.tennents,Scottish Cup,UK & Ireland
Edinburgh City,2832,edinburgh-city,sco.tennents,Scottish Cup,UK & Ireland
Edinburgh U,7165,edinburgh-u,sco.tennents,Scottish Cup,UK & Ireland
Edusport Academy,18846,edusport-academy,sco.tennents,Scottish Cup,UK & Ireland
Elgin City,419,elgin-city,sco.tennents,Scottish Cup,UK & Ireland
Falkirk,254,falkirk,sco.tennents,Scottish Cup,UK & Ireland
Forfar Athletic,408,forfar-athletic,sco.tennents,Scottish Cup,UK & Ireland
Formartine United,13397,formartine-united,sco.tennents,Scottish Cup,UK & Ireland
Forres Mechanics,663,forres-mechanics,sco.tennents,Scottish Cup,UK & Ireland
Fraserburgh,7170,fraserburgh,sco.tennents,Scottish Cup,UK & Ireland
Gala Fairydean,664,gala-fairydean,sco.tennents,Scottish Cup,UK & Ireland
Golspie Sutherland,8558,golspie-sutherland,sco.tennents,Scottish Cup,UK & Ireland
Greenock Morton,411,greenock-morton,sco.tennents,Scottish Cup,UK & Ireland
Gretna 2008,17580,gretna-2008,sco.tennents,Scottish Cup,UK & Ireland
Hamilton Academical,409,hamilton-academical,sco.tennents,Scottish Cup,UK & Ireland
Heart of Midlothian,262,heart-of-midlothian,sco.tennents,Scottish Cup,UK & Ireland
Hibernian,258,hibernian,sco.tennents,Scottish Cup,UK & Ireland
Huntly,2608,huntly,sco.tennents,Scottish Cup,UK & Ireland
Hutchison Vale,18020,hutchison-vale,sco.tennents,Scottish Cup,UK & Ireland
Inverness Caledonian Thistle,253,inverness-caledonian-thistle,sco.tennents,Scottish Cup,UK & Ireland
Inverurie Loco Works,18017,inverurie-loco-works,sco.tennents,Scottish Cup,UK & Ireland
Jeanfield Swifts,20849,jeanfield-swifts,sco.tennents,Scottish Cup,UK & Ireland
Keith,2614,keith,sco.tennents,Scottish Cup,UK & Ireland
Kelty Hearts,18018,kelty-hearts,sco.tennents,Scottish Cup,UK & Ireland
Kilmarnock,260,kilmarnock,sco.tennents,Scottish Cup,UK & Ireland
Kilwinning Rangers,21663,kilwinning-rangers,sco.tennents,Scottish Cup,UK & Ireland
Linlithgow Rose,8565,linlithgow-rose,sco.tennents,Scottish Cup,UK & Ireland
Livingston,259,livingston,sco.tennents,Scottish Cup,UK & Ireland
Lossiemouth,5528,lossiemouth,sco.tennents,Scottish Cup,UK & Ireland
Luncarty,22011,luncarty,sco.tennents,Scottish Cup,UK & Ireland
Montrose,414,montrose,sco.tennents,Scottish Cup,UK & Ireland
Motherwell,266,motherwell,sco.tennents,Scottish Cup,UK & Ireland
Musselburgh Athletic,21664,musselburgh-athletic,sco.tennents,Scottish Cup,UK & Ireland
Nairn County,8567,nairn-county,sco.tennents,Scottish Cup,UK & Ireland
Partick Thistle,247,partick-thistle,sco.tennents,Scottish Cup,UK & Ireland
Penicuik,20126,penicuik,sco.tennents,Scottish Cup,UK & Ireland
Peterhead,416,peterhead,sco.tennents,Scottish Cup,UK & Ireland
Pollok,8571,pollok,sco.tennents,Scottish Cup,UK & Ireland
Queen of the South,406,queen-of-the-south,sco.tennents,Scottish Cup,UK & Ireland
Queen's Park,422,queens-park,sco.tennents,Scottish Cup,UK & Ireland
Raith Rovers,249,raith-rovers,sco.tennents,Scottish Cup,UK & Ireland
Rangers,257,rangers,sco.tennents,Scottish Cup,UK & Ireland
Ross County,251,ross-county,sco.tennents,Scottish Cup,UK & Ireland
Rothes,8566,rothes,sco.tennents,Scottish Cup,UK & Ireland
Sauchie Juniors,21120,sauchie-juniors,sco.tennents,Scottish Cup,UK & Ireland
Spartans FC,18015,spartans-fc,sco.tennents,Scottish Cup,UK & Ireland
St Andrew's,22009,st-andrews,sco.tennents,Scottish Cup,UK & Ireland
St Johnstone,267,st-johnstone,sco.tennents,Scottish Cup,UK & Ireland
St Mirren,250,st-mirren,sco.tennents,Scottish Cup,UK & Ireland
Stenhousemuir,405,stenhousemuir,sco.tennents,Scottish Cup,UK & Ireland
Stirling Albion,417,stirling-albion,sco.tennents,Scottish Cup,UK & Ireland
Stirling University,18019,stirling-university,sco.tennents,Scottish Cup,UK & Ireland
Stranraer,407,stranraer,sco.tennents,Scottish Cup,UK & Ireland
Strathspey Thistle,17581,strathspey-thistle,sco.tennents,Scottish Cup,UK & Ireland
Tayport,22010,tayport,sco.tennents,Scottish Cup,UK & Ireland
Threave Rovers,652,threave-rovers,sco.tennents,Scottish Cup,UK & Ireland
Tranent Juniors,20845,tranent-juniors,sco.tennents,Scottish Cup,UK & Ireland
Turriff United,13400,turriff-united,sco.tennents,Scottish Cup,UK & Ireland
Whitehill Welfare,2611,whitehill-welfare,sco.tennents,Scottish Cup,UK & Ireland
Wick Academy,651,wick-academy,sco.tennents,Scottish Cup,UK & Ireland
Albirex Niigata,8011,albirex-niigata,sgp.1,Singaporean Premier League,Asia
Balestier Khalsa,7939,balestier-khalsa,sgp.1,Singaporean Premier League,Asia
Brunei DPMM,17734,brunei-dpmm,sgp.1,Singaporean Premier League,Asia
Geylang International,7938,geylang-international,sgp.1,Singaporean Premier League,Asia
Hougang United,17736,hougang-united,sgp.1,Singaporean Premier League,Asia
Lion City Sailors,8040,lion-city-sailors,sgp.1,Singaporean Premier League,Asia
Tampines Rovers,7998,tampines-rovers,sgp.1,Singaporean Premier League,Asia
Tanjong Pagar United,20682,tanjong-pagar-united,sgp.1,Singaporean Premier League,Asia
Young Lions,8039,young-lions,sgp.1,Singaporean Premier League,Asia
Aguila,7226,aguila,slv.1,Salvadoran Primera Division,"USA, Mexico & CONCACAF"
Alianza FC,7225,alianza-fc,slv.1,Salvadoran Primera Division,"USA, Mexico & CONCACAF"
CD Dragon,15719,cd-dragon,slv.1,Salvadoran Primera Division,"USA, Mexico & CONCACAF"
CD FAS,7229,cd-fas,slv.1,Salvadoran Primera Division,"USA, Mexico & CONCACAF"
Fuerte San Francisco,21987,fuerte-san-francisco,slv.1,Salvadoran Primera Division,"USA, Mexico & CONCACAF"
Jocoro FC,19270,jocoro-fc,slv.1,Salvadoran Primera Division,"USA, Mexico & CONCACAF"
Luis Angel Firpo,7232,luis-angel-firpo,slv.1,Salvadoran Primera Division,"USA, Mexico & CONCACAF"
Metapan,7224,metapan,slv.1,Salvadoran Primera Division,"USA, Mexico & CONCACAF"
Municipal Limeño,7231,municipal-limeno,slv.1,Salvadoran Primera Division,"USA, Mexico & CONCACAF"
Once Deportivo,20074,once-deportivo,slv.1,Salvadoran Primera Division,"USA, Mexico & CONCACAF"
Platense Zacatecoluca,21092,platense-zacatecoluca,slv.1,Salvadoran Primera Division,"USA, Mexico & CONCACAF"
Santa Tecla,13301,santa-tecla,slv.1,Salvadoran Primera Division,"USA, Mexico & CONCACAF"
FC Basel,989,fc-basel,sui.1,Swiss Super League,Europe
FC Lugano,7672,fc-lugano,sui.1,Swiss Super League,Europe
FC Luzern,7640,fc-luzern,sui.1,Swiss Super League,Europe
FC Stade Lausanne-Ouchy,21926,fc-stade-lausanne-ouchy,sui.1,Swiss Super League,Europe
FC Zürich,3019,fc-zurich,sui.1,Swiss Super League,Europe
Grasshoppers,492,grasshoppers,sui.1,Swiss Super League,Europe
Lausanne Sports,11551,lausanne-sports,sui.1,Swiss Super League,Europe
Servette,20032,servette,sui.1,Swiss Super League,Europe
St. Gallen,557,st-gallen,sui.1,Swiss Super League,Europe
Winterthur,20996,winterthur,sui.1,Swiss Super League,Europe
Young Boys,2722,young-boys,sui.1,Swiss Super League,Europe
Yverdon,21538,yverdon,sui.1,Swiss Super League,Europe
AIK,994,aik,swe.1,Swedish Allsvenskan,Europe
BK Hacken,7834,bk-hacken,swe.1,Swedish Allsvenskan,Europe
Brommapojkarna,8221,brommapojkarna,swe.1,Swedish Allsvenskan,Europe
Djurgardens IF,2339,djurgardens-if,swe.1,Swedish Allsvenskan,Europe
Elfsborg,529,elfsborg,swe.1,Swedish Allsvenskan,Europe
GAIS,8222,gais,swe.1,Swedish Allsvenskan,Europe
Halmstads BK,3017,halmstads-bk,swe.1,Swedish Allsvenskan,Europe
Hammarby,2495,hammarby,swe.1,Swedish Allsvenskan,Europe
IFK,2556,ifk,swe.1,Swedish Allsvenskan,Europe
IFK Norrkoping,8544,ifk-norrkoping,swe.1,Swedish Allsvenskan,Europe
IFK Värnamo,21382,ifk-varnamo,swe.1,Swedish Allsvenskan,Europe
Kalmar FF,3052,kalmar-ff,swe.1,Swedish Allsvenskan,Europe
Malmo FF,2720,malmo-ff,swe.1,Swedish Allsvenskan,Europe
Mjallby,20301,mjallby,swe.1,Swedish Allsvenskan,Europe
Sirius,8547,sirius,swe.1,Swedish Allsvenskan,Europe
Vasteras SK,22163,vasteras-sk,swe.1,Swedish Allsvenskan,Europe
BG Pathum United,8519,bg-pathum-united,tha.1,Thai League 1,Asia
Bangkok United,7522,bangkok-united,tha.1,Thai League 1,Asia
Buriram United,7138,buriram-united,tha.1,Thai League 1,Asia
Chiangrai United,17755,chiangrai-united,tha.1,Thai League 1,Asia
Chonburi,8524,chonburi,tha.1,Thai League 1,Asia
Khon Kaen United,21096,khon-kaen-united,tha.1,Thai League 1,Asia
Lamphun Warriors,21577,lamphun-warriors,tha.1,Thai League 1,Asia
Muangthong United,15106,muangthong-united,tha.1,Thai League 1,Asia
Nakhon Pathom,21959,nakhon-pathom,tha.1,Thai League 1,Asia
PT Prachuap,18994,pt-prachuap,tha.1,Thai League 1,Asia
Police Tero,8514,police-tero,tha.1,Thai League 1,Asia
Port,17757,port,tha.1,Thai League 1,Asia
Ratchaburi Mitrphol,17760,ratchaburi-mitrphol,tha.1,Thai League 1,Asia
Sukhothai FC,18172,sukhothai-fc,tha.1,Thai League 1,Asia
Trat,19649,trat,tha.1,Thai League 1,Asia
Uthai Thani,21960,uthai-thani,tha.1,Thai League 1,Asia
Adana Demirspor,20765,adana-demirspor,tur.1,Turkish Super Lig,Europe
Alanyaspor,9078,alanyaspor,tur.1,Turkish Super Lig,Europe
Ankaragucu,2429,ankaragucu,tur.1,Turkish Super Lig,Europe
Antalyaspor,3794,antalyaspor,tur.1,Turkish Super Lig,Europe
Besiktas,1895,besiktas,tur.1,Turkish Super Lig,Europe
Caykur Rizespor,7656,caykur-rizespor,tur.1,Turkish Super Lig,Europe
Fatih Karagümrük,20736,fatih-karagumruk,tur.1,Turkish Super Lig,Europe
Fenerbahce,436,fenerbahce,tur.1,Turkish Super Lig,Europe
Galatasaray,432,galatasaray,tur.1,Turkish Super Lig,Europe
Gaziantep FK,20070,gaziantep-fk,tur.1,Turkish Super Lig,Europe
Hatayspor,20737,hatayspor,tur.1,Turkish Super Lig,Europe
Istanbul Basaksehir,7914,istanbul-basaksehir,tur.1,Turkish Super Lig,Europe
Istanbulspor,8841,istanbulspor,tur.1,Turkish Super Lig,Europe
Kasimpasa,6870,kasimpasa,tur.1,Turkish Super Lig,Europe
Kayserispor,3643,kayserispor,tur.1,Turkish Super Lig,Europe
Konyaspor,7648,konyaspor,tur.1,Turkish Super Lig,Europe
Pendikspor,9104,pendikspor,tur.1,Turkish Super Lig,Europe
Samsunspor,11429,samsunspor,tur.1,Turkish Super Lig,Europe
Sivasspor,3691,sivasspor,tur.1,Turkish Super Lig,Europe
Trabzonspor,997,trabzonspor,tur.1,Turkish Super Lig,Europe
1. FC Union Berlin,598,1-fc-union-berlin,uefa.champions,UEFA Champions League,Europe
AC Milan,103,ac-milan,uefa.champions,UEFA Champions League,Europe
Antwerp,17544,antwerp,uefa.champions,UEFA Champions League,Europe
Arsenal,359,arsenal,uefa.champions,UEFA Champions League,Europe
Atlético Madrid,1068,atletico-madrid,uefa.champions,UEFA Champions League,Europe
Barcelona,83,barcelona,uefa.champions,UEFA Champions League,Europe
Bayern Munich,132,bayern-munich,uefa.champions,UEFA Champions League,Europe
Benfica,1929,benfica,uefa.champions,UEFA Champions League,Europe
Borussia Dortmund,124,borussia-dortmund,uefa.champions,UEFA Champions League,Europe
Braga,2994,braga,uefa.champions,UEFA Champions League,Europe
Celtic,256,celtic,uefa.champions,UEFA Champions League,Europe
FC Copenhagen,909,fc-copenhagen,uefa.champions,UEFA Champions League,Europe
FC Porto,437,fc-porto,uefa.champions,UEFA Champions League,Europe
FC Salzburg,2790,fc-salzburg,uefa.champions,UEFA Champions League,Europe
Feyenoord Rotterdam,142,feyenoord-rotterdam,uefa.champions,UEFA Champions League,Europe
Galatasaray,432,galatasaray,uefa.champions,UEFA Champions League,Europe
Internazionale,110,internazionale,uefa.champions,UEFA Champions League,Europe
Lazio,112,lazio,uefa.champions,UEFA Champions League,Europe
Lens,175,lens,uefa.champions,UEFA Champions League,Europe
Manchester City,382,manchester-city,uefa.champions,UEFA Champions League,Europe
Manchester United,360,manchester-united,uefa.champions,UEFA Champions League,Europe
Napoli,114,napoli,uefa.champions,UEFA Champions League,Europe
Newcastle United,361,newcastle-united,uefa.champions,UEFA Champions League,Europe
PSV Eindhoven,148,psv-eindhoven,uefa.champions,UEFA Champions League,Europe
Paris Saint-Germain,160,paris-saint-germain,uefa.champions,UEFA Champions League,Europe
RB Leipzig,11420,rb-leipzig,uefa.champions,UEFA Champions League,Europe
Real Madrid,86,real-madrid,uefa.champions,UEFA Champions League,Europe
Real Sociedad,89,real-sociedad,uefa.champions,UEFA Champions League,Europe
Red Star Belgrade,2290,red-star-belgrade,uefa.champions,UEFA Champions League,Europe
Sevilla,243,sevilla,uefa.champions,UEFA Champions League,Europe
Shakhtar Donetsk,493,shakhtar-donetsk,uefa.champions,UEFA Champions League,Europe
Young Boys,2722,young-boys,uefa.champions,UEFA Champions League,Europe
AEK Athens,887,aek-athens,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Antwerp,17544,antwerp,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Aris Limassol,21530,aris-limassol,uefa.champions_qual,UEFA Champions League Qualifying,Europe
BATE Borisov,497,bate-borisov,uefa.champions_qual,UEFA Champions League Qualifying,Europe
BK Hacken,7834,bk-hacken,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Ballkani,21526,ballkani,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Banants,2719,banants,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Braga,2994,braga,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Breidablik,8250,breidablik,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Buducnost Podgorica,7822,buducnost-podgorica,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Dinamo Tbilisi,498,dinamo-tbilisi,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Dinamo Zagreb,597,dinamo-zagreb,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Escaldes,21528,escaldes,uefa.champions_qual,UEFA Champions League Qualifying,Europe
FC Astana,12124,fc-astana,uefa.champions_qual,UEFA Champions League Qualifying,Europe
FC Copenhagen,909,fc-copenhagen,uefa.champions_qual,UEFA Champions League Qualifying,Europe
FC Farul Constanta,6731,fc-farul-constanta,uefa.champions_qual,UEFA Champions League Qualifying,Europe
FK Qarabag,10414,fk-qarabag,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Ferencvaros,622,ferencvaros,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Flora,12146,flora,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Galatasaray,432,galatasaray,uefa.champions_qual,UEFA Champions League Qualifying,Europe
HJK Helsinki,502,hjk-helsinki,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Hamrun Spartans,7858,hamrun-spartans,uefa.champions_qual,UEFA Champions League Qualifying,Europe
KI Klaksvik,2547,ki-klaksvik,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Larne,20039,larne,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Lincoln Red Imps,17856,lincoln-red-imps,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Ludogorets Razgrad,13018,ludogorets-razgrad,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Maccabi Haifa,611,maccabi-haifa,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Marseille,176,marseille,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Molde,2715,molde,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Olimpija Ljubljana,500,olimpija-ljubljana,uefa.champions_qual,UEFA Champions League Qualifying,Europe
PSV Eindhoven,148,psv-eindhoven,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Panathinaikos,443,panathinaikos,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Partizani Tirana,2551,partizani-tirana,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Racing Genk,938,racing-genk,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Raków Czestochowa,21005,rakow-czestochowa,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Rangers,257,rangers,uefa.champions_qual,UEFA Champions League Qualifying,Europe
SC Dnipro-1,21633,sc-dnipro-1,uefa.champions_qual,UEFA Champions League Qualifying,Europe
SK Sturm Graz,3746,sk-sturm-graz,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Servette,20032,servette,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Shamrock Rovers,2564,shamrock-rovers,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Sheriff Tiraspol,614,sheriff-tiraspol,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Slovan Bratislava,521,slovan-bratislava,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Sparta Prague,433,sparta-prague,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Struga,20999,struga,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Swift Hesperange,21002,swift-hesperange,uefa.champions_qual,UEFA Champions League Qualifying,Europe
TSC Backa Topola,20713,tsc-backa-topola,uefa.champions_qual,UEFA Champions League Qualifying,Europe
The New Saints,576,the-new-saints,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Tre Penne,8592,tre-penne,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Valmiera,20719,valmiera,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Young Boys,2722,young-boys,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Zalgiris Vilnius,523,zalgiris-vilnius,uefa.champions_qual,UEFA Champions League Qualifying,Europe
Zrinjski Mostar,5239,zrinjski-mostar,uefa.champions_qual,UEFA Champions League Qualifying,Europe
AC Milan,103,ac-milan,uefa.europa,UEFA Europa League,Europe
AEK Athens,887,aek-athens,uefa.europa,UEFA Europa League,Europe
AS Roma,104,as-roma,uefa.europa,UEFA Europa League,Europe
Ajax Amsterdam,139,ajax-amsterdam,uefa.europa,UEFA Europa League,Europe
Aris Limassol,21530,aris-limassol,uefa.europa,UEFA Europa League,Europe
Atalanta,105,atalanta,uefa.europa,UEFA Europa League,Europe
BK Hacken,7834,bk-hacken,uefa.europa,UEFA Europa League,Europe
Bayer Leverkusen,131,bayer-leverkusen,uefa.europa,UEFA Europa League,Europe
Benfica,1929,benfica,uefa.europa,UEFA Europa League,Europe
Braga,2994,braga,uefa.europa,UEFA Europa League,Europe
Brighton & Hove Albion,331,brighton-hove-albion,uefa.europa,UEFA Europa League,Europe
FK Qarabag,10414,fk-qarabag,uefa.europa,UEFA Europa League,Europe
Feyenoord Rotterdam,142,feyenoord-rotterdam,uefa.europa,UEFA Europa League,Europe
Galatasaray,432,galatasaray,uefa.europa,UEFA Europa League,Europe
LASK Linz,4411,lask-linz,uefa.europa,UEFA Europa League,Europe
Lens,175,lens,uefa.europa,UEFA Europa League,Europe
Liverpool,364,liverpool,uefa.europa,UEFA Europa League,Europe
Maccabi Haifa,611,maccabi-haifa,uefa.europa,UEFA Europa League,Europe
Marseille,176,marseille,uefa.europa,UEFA Europa League,Europe
Molde,2715,molde,uefa.europa,UEFA Europa League,Europe
Olympiacos,435,olympiacos,uefa.europa,UEFA Europa League,Europe
Panathinaikos,443,panathinaikos,uefa.europa,UEFA Europa League,Europe
Raków Czestochowa,21005,rakow-czestochowa,uefa.europa,UEFA Europa League,Europe
Rangers,257,rangers,uefa.europa,UEFA Europa League,Europe
Real Betis,244,real-betis,uefa.europa,UEFA Europa League,Europe
SC Freiburg,126,sc-freiburg,uefa.europa,UEFA Europa League,Europe
SK Sturm Graz,3746,sk-sturm-graz,uefa.europa,UEFA Europa League,Europe
Servette,20032,servette,uefa.europa,UEFA Europa League,Europe
Shakhtar Donetsk,493,shakhtar-donetsk,uefa.europa,UEFA Europa League,Europe
Sheriff Tiraspol,614,sheriff-tiraspol,uefa.europa,UEFA Europa League,Europe
Slavia Prague,494,slavia-prague,uefa.europa,UEFA Europa League,Europe
Sparta Prague,433,sparta-prague,uefa.europa,UEFA Europa League,Europe
Sporting CP,2250,sporting-cp,uefa.europa,UEFA Europa League,Europe
Stade Rennais,169,stade-rennais,uefa.europa,UEFA Europa League,Europe
TSC Backa Topola,20713,tsc-backa-topola,uefa.europa,UEFA Europa League,Europe
Toulouse,179,toulouse,uefa.europa,UEFA Europa League,Europe
Union St.-Gilloise,5807,union-st-gilloise,uefa.europa,UEFA Europa League,Europe
Villarreal,102,villarreal,uefa.europa,UEFA Europa League,Europe
West Ham United,371,west-ham-united,uefa.europa,UEFA Europa League,Europe
Young Boys,2722,young-boys,uefa.europa,UEFA Europa League,Europe
AZ Alkmaar,140,az-alkmaar,uefa.europa.conf,UEFA Europa Conference League,Europe
Aberdeen,263,aberdeen,uefa.europa.conf,UEFA Europa Conference League,Europe
Ajax Amsterdam,139,ajax-amsterdam,uefa.europa.conf,UEFA Europa Conference League,Europe
Aston Villa,362,aston-villa,uefa.europa.conf,UEFA Europa Conference League,Europe
Ballkani,21526,ballkani,uefa.europa.conf,UEFA Europa Conference League,Europe
Besiktas,1895,besiktas,uefa.europa.conf,UEFA Europa Conference League,Europe
Bodo/Glimt,2980,bodoglimt,uefa.europa.conf,UEFA Europa Conference League,Europe
Breidablik,8250,breidablik,uefa.europa.conf,UEFA Europa Conference League,Europe
Club Brugge,570,club-brugge,uefa.europa.conf,UEFA Europa Conference League,Europe
Cukaricki Belgrade,8287,cukaricki-belgrade,uefa.europa.conf,UEFA Europa Conference League,Europe
Dinamo Zagreb,597,dinamo-zagreb,uefa.europa.conf,UEFA Europa Conference League,Europe
Eintracht Frankfurt,125,eintracht-frankfurt,uefa.europa.conf,UEFA Europa Conference League,Europe
FC Astana,12124,fc-astana,uefa.europa.conf,UEFA Europa Conference League,Europe
FC Lugano,7672,fc-lugano,uefa.europa.conf,UEFA Europa Conference League,Europe
FC Nordsjaelland,3101,fc-nordsjaelland,uefa.europa.conf,UEFA Europa Conference League,Europe
FC Spartak Trnava,3929,fc-spartak-trnava,uefa.europa.conf,UEFA Europa Conference League,Europe
FC Zorya Luhansk,17520,fc-zorya-luhansk,uefa.europa.conf,UEFA Europa Conference League,Europe
Fenerbahce,436,fenerbahce,uefa.europa.conf,UEFA Europa Conference League,Europe
Ferencvaros,622,ferencvaros,uefa.europa.conf,UEFA Europa Conference League,Europe
Fiorentina,109,fiorentina,uefa.europa.conf,UEFA Europa Conference League,Europe
HJK Helsinki,502,hjk-helsinki,uefa.europa.conf,UEFA Europa Conference League,Europe
KAA Gent,3611,kaa-gent,uefa.europa.conf,UEFA Europa Conference League,Europe
KI Klaksvik,2547,ki-klaksvik,uefa.europa.conf,UEFA Europa Conference League,Europe
Legia Warsaw,555,legia-warsaw,uefa.europa.conf,UEFA Europa Conference League,Europe
Lille,166,lille,uefa.europa.conf,UEFA Europa Conference League,Europe
Ludogorets Razgrad,13018,ludogorets-razgrad,uefa.europa.conf,UEFA Europa Conference League,Europe
Maccabi Haifa,611,maccabi-haifa,uefa.europa.conf,UEFA Europa Conference League,Europe
Maccabi Tel-Aviv,524,maccabi-tel-aviv,uefa.europa.conf,UEFA Europa Conference League,Europe
Molde,2715,molde,uefa.europa.conf,UEFA Europa Conference League,Europe
Olimpija Ljubljana,500,olimpija-ljubljana,uefa.europa.conf,UEFA Europa Conference League,Europe
Olympiacos,435,olympiacos,uefa.europa.conf,UEFA Europa Conference League,Europe
PAOK Salonika,605,paok-salonika,uefa.europa.conf,UEFA Europa Conference League,Europe
Racing Genk,938,racing-genk,uefa.europa.conf,UEFA Europa Conference League,Europe
Real Betis,244,real-betis,uefa.europa.conf,UEFA Europa Conference League,Europe
