Team Name,Team ID,Team Name Link,League Code
Crusaders,7599,crusaders,nir.1
Dungannon Swifts,4926,dungannon-swifts,nir.1
Glenavon,573,glenavon,nir.1
Glentoran,571,glentoran,nir.1
Larne,20039,larne,nir.1
Linfield,2555,linfield,nir.1
Loughgall,21953,loughgall,nir.1
Newry City AFC,19224,newry-city-afc,nir.1
Bodo/Glimt,2980,bodoglimt,nor.1
Fredrikstad,3039,fredrikstad,nor.1
Hamarkameratene,21380,hamarkameratene,nor.1
Haugesund,3327,haugesund,nor.1
KFUM Oslo,22165,kfum-oslo,nor.1
Kristiansund BK,6672,kristiansund-bk,nor.1
Lillestrom,987,lillestrom,nor.1
Molde,2715,molde,nor.1
Odds BK,602,odds-bk,nor.1
Rosenborg,438,rosenborg,nor.1
SK Brann,620,sk-brann,nor.1
Sandefjord,3279,sandefjord,nor.1
Sarpsborg FK,5002,sarpsborg-fk,nor.1
Stromsgodset,9811,stromsgodset,nor.1
Tromso,5270,tromso,nor.1
Viking FK,510,viking-fk,nor.1
2 de Mayo,6097,2-de-mayo,par.1
Cerro Porteño,2671,cerro-porteno,par.1
General Caballero JLM,21316,general-caballero-jlm,par.1
Guarani,7385,guarani,par.1
Libertad,2670,libertad,par.1
Nacional,5584,nacional,par.1
Olimpia,2675,olimpia,par.1
Sol de América,7465,sol-de-america,par.1
Sportivo Ameliano,21313,sportivo-ameliano,par.1
Sportivo Luqueño,5583,sportivo-luqueno,par.1
Tacuary,4820,tacuary,par.1
Trinidense,7466,trinidense,par.1
ADT,21314,adt,per.1
Alianza Atlético,5267,alianza-atletico,per.1
Alianza Lima,2680,alianza-lima,per.1
Atlético Grau,20293,atletico-grau,per.1
Carlos A. Mannucci,19433,carlos-a-mannucci,per.1
Cienciano del Cusco,3372,cienciano-del-cusco,per.1
Comerciantes Unidos,18153,comerciantes-unidos,per.1
Cusco FC,11995,cusco-fc,per.1
César Vallejo,5567,cesar-vallejo,per.1
Deportivo Garcilaso,21819,deportivo-garcilaso,per.1
Los Chankas,22168,los-chankas,per.1
Melgar,7312,melgar,per.1
Sport Boys,5570,sport-boys,per.1
Sport Huancayo,10318,sport-huancayo,per.1
Sporting Cristal,2673,sporting-cristal,per.1
UTC,10122,utc,per.1
Universitario,2685,universitario,per.1
Unión Comercio,11324,union-comercio,per.1
Arouca,15784,arouca,por.1
Benfica,1929,benfica,por.1
Boavista,2256,boavista,por.1
Braga,2994,braga,por.1
Casa Pia,21581,casa-pia,por.1
Estoril,12216,estoril,por.1
Estrela,21610,estrela,por.1
FC Famalicao,12698,fc-famalicao,por.1
FC Porto,437,fc-porto,por.1
GD Chaves,12705,gd-chaves,por.1
Gil Vicente,3699,gil-vicente,por.1
Guimaraes,5309,guimaraes,por.1
Moreirense,3696,moreirense,por.1
Portimonense,3719,portimonense,por.1
Rio Ave,3822,rio-ave,por.1
SC Farense,20740,sc-farense,por.1
Sporting CP,2250,sporting-cp,por.1
Vizela,20995,vizela,por.1
CFR Cluj-Napoca,5260,cfr-cluj-napoca,rou.1
CSMS Iasi,18320,csms-iasi,rou.1
Dinamo Bucuresti,2496,dinamo-bucuresti,rou.1
FC Botosani,9682,fc-botosani,rou.1
FC Farul Constanta,6731,fc-farul-constanta,rou.1
FCSB,484,fcsb,rou.1
Hermannstadt,19265,hermannstadt,rou.1
Otelul Galati,2942,otelul-galati,rou.1
Petrolul Ploiesti,12603,petrolul-ploiesti,rou.1
Rapid Bucuresti,545,rapid-bucuresti,rou.1
Sepsi Sfantu Gheorghe,18773,sepsi-sfantu-gheorghe,rou.1
U Craiova 1948,20985,u-craiova-1948,rou.1
UTA Arad,6912,uta-arad,rou.1
Universitatea Cluj,8091,universitatea-cluj,rou.1
Universitatea Craiova,8089,universitatea-craiova,rou.1
Voluntari,18332,voluntari,rou.1
Amazulu,7079,amazulu,rsa.1
Cape Town City,7100,cape-town-city,rsa.1
Cape Town Spurs FC,7075,cape-town-spurs-fc,rsa.1
Chippa United,11913,chippa-united,rsa.1
Golden Arrows,7077,golden-arrows,rsa.1
Kaizer Chiefs,7081,kaizer-chiefs,rsa.1
Mamelodi Sundowns,7084,mamelodi-sundowns,rsa.1
Moroka Swallows,7073,moroka-swallows,rsa.1
Orlando Pirates,7085,orlando-pirates,rsa.1
Polokwane City,7099,polokwane-city,rsa.1
Richards Bay,18825,richards-bay,rsa.1
Royal AM,18616,royal-am,rsa.1
Sekhukhune United,20814,sekhukhune-united,rsa.1
Stellenbosch,18615,stellenbosch,rsa.1
SuperSport United,7080,supersport-united,rsa.1
TS Galaxy,19298,ts-galaxy,rsa.1
Baroka FC,18359,baroka-fc,rsa.2
Black Leopards,7072,black-leopards,rsa.2
Casric Stars,21651,casric-stars,rsa.2
Hungry Lions,20657,hungry-lions,rsa.2
JDR Stars,20069,jdr-stars,rsa.2
MM Platinum,21650,mm-platinum,rsa.2
Magesi FC,18611,magesi-fc,rsa.2
Maritzburg United,7082,maritzburg-united,rsa.2
Marumo Gallants,13317,marumo-gallants,rsa.2
Milford FC,21990,milford-fc,rsa.2
Orbit College,19000,orbit-college,rsa.2
Platinum City Rovers,21094,platinum-city-rovers,rsa.2
Pretoria Callies,20816,pretoria-callies,rsa.2
Pretoria University,7096,pretoria-university,rsa.2
Upington City,21989,upington-city,rsa.2
Venda Football Acadamy,21095,venda-football-acadamy,rsa.2
Amazulu,7079,amazulu,rsa.nedbank
Baroka FC,18359,baroka-fc,rsa.nedbank
Black Leopards,7072,black-leopards,rsa.nedbank
Cape Town City,7100,cape-town-city,rsa.nedbank
Cape Town Spurs FC,7075,cape-town-spurs-fc,rsa.nedbank
Casric Stars,21651,casric-stars,rsa.nedbank
Chippa United,11913,chippa-united,rsa.nedbank
Crystal Lake,22211,crystal-lake,rsa.nedbank
D'General FC,22203,dgeneral-fc,rsa.nedbank
FC Ravens,22201,fc-ravens,rsa.nedbank
Golden Arrows,7077,golden-arrows,rsa.nedbank
Highlands Park,18360,highlands-park,rsa.nedbank
Hungry Lions,20657,hungry-lions,rsa.nedbank
JDR Stars,20069,jdr-stars,rsa.nedbank
Kaizer Chiefs,7081,kaizer-chiefs,rsa.nedbank
MM Platinum,21650,mm-platinum,rsa.nedbank
Madridtas FC,22204,madridtas-fc,rsa.nedbank
Magesi FC,18611,magesi-fc,rsa.nedbank
Mamelodi Sundowns,7084,mamelodi-sundowns,rsa.nedbank
Maritzburg United,7082,maritzburg-united,rsa.nedbank
Marumo Gallants,13317,marumo-gallants,rsa.nedbank
Milford FC,21990,milford-fc,rsa.nedbank
Moroka Swallows,7073,moroka-swallows,rsa.nedbank
NC Pro's,19421,nc-pros,rsa.nedbank
Orbit College,19000,orbit-college,rsa.nedbank
Orlando Pirates,7085,orlando-pirates,rsa.nedbank
Paarl United,22200,paarl-united,rsa.nedbank
Platinum City Rovers,21094,platinum-city-rovers,rsa.nedbank
Polokwane City,7099,polokwane-city,rsa.nedbank
Pretoria Callies,20816,pretoria-callies,rsa.nedbank
Pretoria University,7096,pretoria-university,rsa.nedbank
Richards Bay,18825,richards-bay,rsa.nedbank
Royal AM,18616,royal-am,rsa.nedbank
Sekhukhune United,20814,sekhukhune-united,rsa.nedbank
Spain FC,22202,spain-fc,rsa.nedbank
Stellenbosch,18615,stellenbosch,rsa.nedbank
SuperSport United,7080,supersport-united,rsa.nedbank
TS Galaxy,19298,ts-galaxy,rsa.nedbank
Upington City,21989,upington-city,rsa.nedbank
Venda Football Acadamy,21095,venda-football-acadamy,rsa.nedbank
Amazulu,7079,amazulu,rsa.telkom_knockout
Baroka FC,18359,baroka-fc,rsa.telkom_knockout
Bidvest Wits,7083,bidvest-wits,rsa.telkom_knockout
Black Leopards,7072,black-leopards,rsa.telkom_knockout
Bloemfontein Celtic,7071,bloemfontein-celtic,rsa.telkom_knockout
Cape Town City,7100,cape-town-city,rsa.telkom_knockout
Chippa United,11913,chippa-united,rsa.telkom_knockout
Golden Arrows,7077,golden-arrows,rsa.telkom_knockout
Highlands Park,18360,highlands-park,rsa.telkom_knockout
Kaizer Chiefs,7081,kaizer-chiefs,rsa.telkom_knockout
Mamelodi Sundowns,7084,mamelodi-sundowns,rsa.telkom_knockout
Maritzburg United,7082,maritzburg-united,rsa.telkom_knockout
Orlando Pirates,7085,orlando-pirates,rsa.telkom_knockout
Polokwane City,7099,polokwane-city,rsa.telkom_knockout
Stellenbosch,18615,stellenbosch,rsa.telkom_knockout
SuperSport United,7080,supersport-united,rsa.telkom_knockout
Akhmat Grozny,2991,akhmat-grozny,rus.1
Alania Vladikavkaz,1960,alania-vladikavkaz,rus.1
Anzhi Makhachkala,593,anzhi-makhachkala,rus.1
CSKA Moscow,1963,cska-moscow,rus.1
Dinamo Moscow,596,dinamo-moscow,rus.1
FC Baltika Kaliningrad,21949,fc-baltika-kaliningrad,rus.1
FC Rotor Volgograd,20704,fc-rotor-volgograd,rus.1
FC Ural Ekaterinburg,15582,fc-ural-ekaterinburg,rus.1
FK Torpedo Moscow,608,fk-torpedo-moscow,rus.1
Fakel Voronezh,21539,fakel-voronezh,rus.1
Gazovik Orenburg,18285,gazovik-orenburg,rus.1
Krasnodar,11336,krasnodar,rus.1
Krylia Sovetov,3850,krylia-sovetov,rus.1
Lokomotiv Moscow,442,lokomotiv-moscow,rus.1
Lokomotiv Nizhny Novgorod,21954,lokomotiv-nizhny-novgorod,rus.1
Nizhny Novgorod,13150,nizhny-novgorod,rus.1
Rostov,3852,rostov,rus.1
Rubin Kazan,3851,rubin-kazan,rus.1
Saturn Moscow,6962,saturn-moscow,rus.1
Sochi,20019,sochi,rus.1
Spartak Moscow,1941,spartak-moscow,rus.1
Uralan,21955,uralan,rus.1
Zenit St Petersburg,2533,zenit-st-petersburg,rus.1
Aberdeen,263,aberdeen,sco.1
Celtic,256,celtic,sco.1
Dundee,261,dundee,sco.1
Heart of Midlothian,262,heart-of-midlothian,sco.1
Hibernian,258,hibernian,sco.1
Kilmarnock,260,kilmarnock,sco.1
Livingston,259,livingston,sco.1
Motherwell,266,motherwell,sco.1
Rangers,257,rangers,sco.1
Ross County,251,ross-county,sco.1
St Johnstone,267,st-johnstone,sco.1
St Mirren,250,st-mirren,sco.1
Airdrieonians,2500,airdrieonians,sco.2
Arbroath,252,arbroath,sco.2
Ayr United,248,ayr-united,sco.2
Dundee United,264,dundee-united,sco.2
Dunfermline Athletic,265,dunfermline-athletic,sco.2
Greenock Morton,411,greenock-morton,sco.2
Inverness Caledonian Thistle,253,inverness-caledonian-thistle,sco.2
Partick Thistle,247,partick-thistle,sco.2
Queen's Park,422,queens-park,sco.2
Raith Rovers,249,raith-rovers,sco.2
Alloa Athletic,403,alloa-athletic,sco.3
Annan Athletic,7166,annan-athletic,sco.3
Cove Rangers,2613,cove-rangers,sco.3
Edinburgh City,2832,edinburgh-city,sco.3
Falkirk,254,falkirk,sco.3
Hamilton Academical,409,hamilton-academical,sco.3
Kelty Hearts,18018,kelty-hearts,sco.3
Montrose,414,montrose,sco.3
Queen of the South,406,queen-of-the-south,sco.3
Stirling Albion,417,stirling-albion,sco.3
Bonnyrigg Rose,10605,bonnyrigg-rose,sco.4
Clyde,255,clyde,sco.4
Dumbarton,415,dumbarton,sco.4
East Fife,421,east-fife,sco.4
Elgin City,419,elgin-city,sco.4
Forfar Athletic,408,forfar-athletic,sco.4
Peterhead,416,peterhead,sco.4
Spartans FC,18015,spartans-fc,sco.4
Stenhousemuir,405,stenhousemuir,sco.4
Stranraer,407,stranraer,sco.4
Aberdeen B,19302,aberdeen-b,sco.challenge
Airdrieonians,2500,airdrieonians,sco.challenge
Albion Rovers,420,albion-rovers,sco.challenge
Alloa Athletic,403,alloa-athletic,sco.challenge
Annan Athletic,7166,annan-athletic,sco.challenge
Arbroath,252,arbroath,sco.challenge
Ayr United,248,ayr-united,sco.challenge
Bala Town,10496,bala-town,sco.challenge
Bonnyrigg Rose,10605,bonnyrigg-rose,sco.challenge
Brechin City,413,brechin-city,sco.challenge
Brora Rangers,17865,brora-rangers,sco.challenge
Buckie Thistle,650,buckie-thistle,sco.challenge
Celtic B,20991,celtic-b,sco.challenge
Cliftonville,7597,cliftonville,sco.challenge
Clyde,255,clyde,sco.challenge
Coleraine,2723,coleraine,sco.challenge
Cove Rangers,2613,cove-rangers,sco.challenge
Dumbarton,415,dumbarton,sco.challenge
Dundee B,19305,dundee-b,sco.challenge
Dundee United,264,dundee-united,sco.challenge
Dunfermline Athletic,265,dunfermline-athletic,sco.challenge
East Fife,421,east-fife,sco.challenge
East Kilbride,17582,east-kilbride,sco.challenge
Edinburgh City,2832,edinburgh-city,sco.challenge
Elgin City,419,elgin-city,sco.challenge
Falkirk,254,falkirk,sco.challenge
Forfar Athletic,408,forfar-athletic,sco.challenge
Formartine United,13397,formartine-united,sco.challenge
Greenock Morton,411,greenock-morton,sco.challenge
Hamilton Academical,409,hamilton-academical,sco.challenge
Heart of Midlothian B,19309,heart-of-midlothian-b,sco.challenge
Hibernian B,19306,hibernian-b,sco.challenge
Inverness Caledonian Thistle,253,inverness-caledonian-thistle,sco.challenge
Kelty Hearts,18018,kelty-hearts,sco.challenge
Kilmarnock B,21579,kilmarnock-b,sco.challenge
Livingston B,19304,livingston-b,sco.challenge
Montrose,414,montrose,sco.challenge
Motherwell B,19307,motherwell-b,sco.challenge
Partick Thistle,247,partick-thistle,sco.challenge
Peterhead,416,peterhead,sco.challenge
Queen of the South,406,queen-of-the-south,sco.challenge
Queen's Park,422,queens-park,sco.challenge
Raith Rovers,249,raith-rovers,sco.challenge
Rangers B,20993,rangers-b,sco.challenge
Spartans FC,18015,spartans-fc,sco.challenge
St Mirren B,19311,st-mirren-b,sco.challenge
St. Johnstone B,19301,st-johnstone-b,sco.challenge
Stenhousemuir,405,stenhousemuir,sco.challenge
Stirling Albion,417,stirling-albion,sco.challenge
Stirling University,18019,stirling-university,sco.challenge
Stranraer,407,stranraer,sco.challenge
The New Saints,576,the-new-saints,sco.challenge
Tranent Juniors,20845,tranent-juniors,sco.challenge
Aberdeen,263,aberdeen,sco.cis
Airdrieonians,2500,airdrieonians,sco.cis
Albion Rovers,420,albion-rovers,sco.cis
Alloa Athletic,403,alloa-athletic,sco.cis
Annan Athletic,7166,annan-athletic,sco.cis
Arbroath,252,arbroath,sco.cis
Ayr United,248,ayr-united,sco.cis
Bonnyrigg Rose,10605,bonnyrigg-rose,sco.cis
Brechin City,413,brechin-city,sco.cis
Celtic,256,celtic,sco.cis
Clyde,255,clyde,sco.cis
Cove Rangers,2613,cove-rangers,sco.cis
Cowdenbeath,410,cowdenbeath,sco.cis
Dumbarton,415,dumbarton,sco.cis
Dundee,261,dundee,sco.cis
Dundee United,264,dundee-united,sco.cis
Dunfermline Athletic,265,dunfermline-athletic,sco.cis
East Fife,421,east-fife,sco.cis
Edinburgh City,2832,edinburgh-city,sco.cis
Elgin City,419,elgin-city,sco.cis
Falkirk,254,falkirk,sco.cis
Forfar Athletic,408,forfar-athletic,sco.cis
Greenock Morton,411,greenock-morton,sco.cis
Hamilton Academical,409,hamilton-academical,sco.cis
Heart of Midlothian,262,heart-of-midlothian,sco.cis
Hibernian,258,hibernian,sco.cis
Inverness Caledonian Thistle,253,inverness-caledonian-thistle,sco.cis
Kelty Hearts,18018,kelty-hearts,sco.cis
Kilmarnock,260,kilmarnock,sco.cis
Livingston,259,livingston,sco.cis
Montrose,414,montrose,sco.cis
Motherwell,266,motherwell,sco.cis
Partick Thistle,247,partick-thistle,sco.cis
Peterhead,416,peterhead,sco.cis
Queen of the South,406,queen-of-the-south,sco.cis
Queen's Park,422,queens-park,sco.cis
Raith Rovers,249,raith-rovers,sco.cis
Rangers,257,rangers,sco.cis
Ross County,251,ross-county,sco.cis
Spartans FC,18015,spartans-fc,sco.cis
St Johnstone,267,st-johnstone,sco.cis
St Mirren,250,st-mirren,sco.cis
Stenhousemuir,405,stenhousemuir,sco.cis
Stirling Albion,417,stirling-albion,sco.cis
Stranraer,407,stranraer,sco.cis
Aberdeen,263,aberdeen,sco.tennents
Airdrieonians,2500,airdrieonians,sco.tennents
Albion Rovers,420,albion-rovers,sco.tennents
Alloa Athletic,403,alloa-athletic,sco.tennents
Annan Athletic,7166,annan-athletic,sco.tennents
Arbroath,252,arbroath,sco.tennents
Auchinleck Talbot,10603,auchinleck-talbot,sco.tennents
Ayr United,248,ayr-united,sco.tennents
BSC Glasgow,18014,bsc-glasgow,sco.tennents
Banks O'Dee,9980,banks-odee,sco.tennents
Beith,11177,beith,sco.tennents
Berwick Rangers,412,berwick-rangers,sco.tennents
Bo'ness United,20850,boness-united,sco.tennents
Bonnyrigg Rose,10605,bonnyrigg-rose,sco.tennents
Brechin City,413,brechin-city,sco.tennents
Brora Rangers,17865,brora-rangers,sco.tennents
Broxburn,20123,broxburn,sco.tennents
Buckie Thistle,650,buckie-thistle,sco.tennents
Camelon Juniors,20846,camelon-juniors,sco.tennents
Celtic,256,celtic,sco.tennents
Civil Service Strollers,8560,civil-service-strollers,sco.tennents
Clachnacuddin,2831,clachnacuddin,sco.tennents
Clyde,255,clyde,sco.tennents
Clydebank,404,clydebank,sco.tennents
Cove Rangers,2613,cove-rangers,sco.tennents
Cowdenbeath,410,cowdenbeath,sco.tennents
Culter,8568,culter,sco.tennents
Cumbernauld Colts,18012,cumbernauld-colts,sco.tennents
Cumnock,21114,cumnock,sco.tennents
Dalbeattie Star,4520,dalbeattie-star,sco.tennents
Dalkeith Thistle,21116,dalkeith-thistle,sco.tennents
Darvel,21117,darvel,sco.tennents
Deveronvale,661,deveronvale,sco.tennents
Dumbarton,415,dumbarton,sco.tennents
Dunbar United,21113,dunbar-united,sco.tennents
Dundee,261,dundee,sco.tennents
Dundee United,264,dundee-united,sco.tennents
Dundonald Bluebell,20847,dundonald-bluebell,sco.tennents
Dunfermline Athletic,265,dunfermline-athletic,sco.tennents
Dunipace,21118,dunipace,sco.tennents
East Fife,421,east-fife,sco.tennents
East Kilbride,17582,east-kilbride,sco.tennents
East Stirlingshire,418,east-stirlingshire,sco.tennents
Edinburgh City,2832,edinburgh-city,sco.tennents
Edinburgh U,7165,edinburgh-u,sco.tennents
Edusport Academy,18846,edusport-academy,sco.tennents
Elgin City,419,elgin-city,sco.tennents
Falkirk,254,falkirk,sco.tennents
Forfar Athletic,408,forfar-athletic,sco.tennents
Formartine United,13397,formartine-united,sco.tennents
Forres Mechanics,663,forres-mechanics,sco.tennents
Fraserburgh,7170,fraserburgh,sco.tennents
Gala Fairydean,664,gala-fairydean,sco.tennents
Golspie Sutherland,8558,golspie-sutherland,sco.tennents
Greenock Morton,411,greenock-morton,sco.tennents
Gretna 2008,17580,gretna-2008,sco.tennents
Hamilton Academical,409,hamilton-academical,sco.tennents
Heart of Midlothian,262,heart-of-midlothian,sco.tennents
Hibernian,258,hibernian,sco.tennents
Huntly,2608,huntly,sco.tennents
Hutchison Vale,18020,hutchison-vale,sco.tennents
Inverness Caledonian Thistle,253,inverness-caledonian-thistle,sco.tennents
Inverurie Loco Works,18017,inverurie-loco-works,sco.tennents
Jeanfield Swifts,20849,jeanfield-swifts,sco.tennents
Keith,2614,keith,sco.tennents
Kelty Hearts,18018,kelty-hearts,sco.tennents
Kilmarnock,260,kilmarnock,sco.tennents
Kilwinning Rangers,21663,kilwinning-rangers,sco.tennents
Linlithgow Rose,8565,linlithgow-rose,sco.tennents
Livingston,259,livingston,sco.tennents
Lossiemouth,5528,lossiemouth,sco.tennents
Luncarty,22011,luncarty,sco.tennents
Montrose,414,montrose,sco.tennents
Motherwell,266,motherwell,sco.tennents
Musselburgh Athletic,21664,musselburgh-athletic,sco.tennents
Nairn County,8567,nairn-county,sco.tennents
Partick Thistle,247,partick-thistle,sco.tennents
Penicuik,20126,penicuik,sco.tennents
Peterhead,416,peterhead,sco.tennents
Pollok,8571,pollok,sco.tennents
Queen of the South,406,queen-of-the-south,sco.tennents
Queen's Park,422,queens-park,sco.tennents
Raith Rovers,249,raith-rovers,sco.tennents
Rangers,257,rangers,sco.tennents
Ross County,251,ross-county,sco.tennents
Rothes,8566,rothes,sco.tennents
Sauchie Juniors,21120,sauchie-juniors,sco.tennents
Spartans FC,18015,spartans-fc,sco.tennents
St Andrew's,22009,st-andrews,sco.tennents
St Johnstone,267,st-johnstone,sco.tennents
St Mirren,250,st-mirren,sco.tennents
Stenhousemuir,405,stenhousemuir,sco.tennents
Stirling Albion,417,stirling-albion,sco.tennents
Stirling University,18019,stirling-university,sco.tennents
Stranraer,407,stranraer,sco.tennents
Strathspey Thistle,17581,strathspey-thistle,sco.tennents
Tayport,22010,tayport,sco.tennents
Threave Rovers,652,threave-rovers,sco.tennents
Tranent Juniors,20845,tranent-juniors,sco.tennents
Turriff United,13400,turriff-united,sco.tennents
Whitehill Welfare,2611,whitehill-welfare,sco.tennents
Wick Academy,651,wick-academy,sco.tennents
Albirex Niigata,8011,albirex-niigata,sgp.1
Balestier Khalsa,7939,balestier-khalsa,sgp.1
Brunei DPMM,17734,brunei-dpmm,sgp.1
Geylang International,7938,geylang-international,sgp.1
Hougang United,17736,hougang-united,sgp.1
Lion City Sailors,8040,lion-city-sailors,sgp.1
Tampines Rovers,7998,tampines-rovers,sgp.1
Tanjong Pagar United,20682,tanjong-pagar-united,sgp.1
Young Lions,8039,young-lions,sgp.1
Aguila,7226,aguila,slv.1
Alianza FC,7225,alianza-fc,slv.1
CD Dragon,15719,cd-dragon,slv.1
CD FAS,7229,cd-fas,slv.1
Fuerte San Francisco,21987,fuerte-san-francisco,slv.1
Jocoro FC,19270,jocoro-fc,slv.1
Luis Angel Firpo,7232,luis-angel-firpo,slv.1
Metapan,7224,metapan,slv.1
Municipal Limeño,7231,municipal-limeno,slv.1
Once Deportivo,20074,once-deportivo,slv.1
Platense Zacatecoluca,21092,platense-zacatecoluca,slv.1
Santa Tecla,13301,santa-tecla,slv.1
FC Basel,989,fc-basel,sui.1
FC Lugano,7672,fc-lugano,sui.1
FC Luzern,7640,fc-luzern,sui.1
FC Stade Lausanne-Ouchy,21926,fc-stade-lausanne-ouchy,sui.1
FC Zürich,3019,fc-zurich,sui.1
Grasshoppers,492,grasshoppers,sui.1
Lausanne Sports,11551,lausanne-sports,sui.1
Servette,20032,servette,sui.1
St. Gallen,557,st-gallen,sui.1
Winterthur,20996,winterthur,sui.1
Young Boys,2722,young-boys,sui.1
Yverdon,21538,yverdon,sui.1
AIK,994,aik,swe.1
BK Hacken,7834,bk-hacken,swe.1
Brommapojkarna,8221,brommapojkarna,swe.1
Djurgardens IF,2339,djurgardens-if,swe.1
Elfsborg,529,elfsborg,swe.1
GAIS,8222,gais,swe.1
Halmstads BK,3017,halmstads-bk,swe.1
Hammarby,2495,hammarby,swe.1
IFK,2556,ifk,swe.1
IFK Norrkoping,8544,ifk-norrkoping,swe.1
IFK Värnamo,21382,ifk-varnamo,swe.1
Kalmar FF,3052,kalmar-ff,swe.1
Malmo FF,2720,malmo-ff,swe.1
Mjallby,20301,mjallby,swe.1
Sirius,8547,sirius,swe.1
Vasteras SK,22163,vasteras-sk,swe.1
BG Pathum United,8519,bg-pathum-united,tha.1
Bangkok United,7522,bangkok-united,tha.1
Buriram United,7138,buriram-united,tha.1
Chiangrai United,17755,chiangrai-united,tha.1
Chonburi,8524,chonburi,tha.1
Khon Kaen United,21096,khon-kaen-united,tha.1
Lamphun Warriors,21577,lamphun-warriors,tha.1
Muangthong United,15106,muangthong-united,tha.1
Nakhon Pathom,21959,nakhon-pathom,tha.1
PT Prachuap,18994,pt-prachuap,tha.1
Police Tero,8514,police-tero,tha.1
Port,17757,port,tha.1
Ratchaburi Mitrphol,17760,ratchaburi-mitrphol,tha.1
Sukhothai FC,18172,sukhothai-fc,tha.1
Trat,19649,trat,tha.1
Uthai Thani,21960,uthai-thani,tha.1
Adana Demirspor,20765,adana-demirspor,tur.1
Alanyaspor,9078,alanyaspor,tur.1
Ankaragucu,2429,ankaragucu,tur.1
Antalyaspor,3794,antalyaspor,tur.1
Besiktas,1895,besiktas,tur.1
Caykur Rizespor,7656,caykur-rizespor,tur.1
Fatih Karagümrük,20736,fatih-karagumruk,tur.1
Fenerbahce,436,fenerbahce,tur.1
Galatasaray,432,galatasaray,tur.1
Gaziantep FK,20070,gaziantep-fk,tur.1
Hatayspor,20737,hatayspor,tur.1
Istanbul Basaksehir,7914,istanbul-basaksehir,tur.1
Istanbulspor,8841,istanbulspor,tur.1
Kasimpasa,6870,kasimpasa,tur.1
Kayserispor,3643,kayserispor,tur.1
Konyaspor,7648,konyaspor,tur.1
Pendikspor,9104,pendikspor,tur.1
Samsunspor,11429,samsunspor,tur.1
Sivasspor,3691,sivasspor,tur.1
Trabzonspor,997,trabzonspor,tur.1
1. FC Union Berlin,598,1-fc-union-berlin,uefa.champions
AC Milan,103,ac-milan,uefa.champions
Antwerp,17544,antwerp,uefa.champions
Arsenal,359,arsenal,uefa.champions
Atlético Madrid,1068,atletico-madrid,uefa.champions
Barcelona,83,barcelona,uefa.champions
Bayern Munich,132,bayern-munich,uefa.champions
Benfica,1929,benfica,uefa.champions
Borussia Dortmund,124,borussia-dortmund,uefa.champions
Braga,2994,braga,uefa.champions
Celtic,256,celtic,uefa.champions
FC Copenhagen,909,fc-copenhagen,uefa.champions
FC Porto,437,fc-porto,uefa.champions
FC Salzburg,2790,fc-salzburg,uefa.champions
Feyenoord Rotterdam,142,feyenoord-rotterdam,uefa.champions
Galatasaray,432,galatasaray,uefa.champions
Internazionale,110,internazionale,uefa.champions
Lazio,112,lazio,uefa.champions
Lens,175,lens,uefa.champions
Manchester City,382,manchester-city,uefa.champions
Manchester United,360,manchester-united,uefa.champions
Napoli,114,napoli,uefa.champions
Newcastle United,361,newcastle-united,uefa.champions
PSV Eindhoven,148,psv-eindhoven,uefa.champions
Paris Saint-Germain,160,paris-saint-germain,uefa.champions
RB Leipzig,11420,rb-leipzig,uefa.champions
Real Madrid,86,real-madrid,uefa.champions
Real Sociedad,89,real-sociedad,uefa.champions
Red Star Belgrade,2290,red-star-belgrade,uefa.champions
Sevilla,243,sevilla,uefa.champions
Shakhtar Donetsk,493,shakhtar-donetsk,uefa.champions
Young Boys,2722,young-boys,uefa.champions
AEK Athens,887,aek-athens,uefa.champions_qual
Antwerp,17544,antwerp,uefa.champions_qual
Aris Limassol,21530,aris-limassol,uefa.champions_qual
BATE Borisov,497,bate-borisov,uefa.champions_qual
BK Hacken,7834,bk-hacken,uefa.champions_qual
Ballkani,21526,ballkani,uefa.champions_qual
Banants,2719,banants,uefa.champions_qual
Braga,2994,braga,uefa.champions_qual
Breidablik,8250,breidablik,uefa.champions_qual
Buducnost Podgorica,7822,buducnost-podgorica,uefa.champions_qual
Dinamo Tbilisi,498,dinamo-tbilisi,uefa.champions_qual
Dinamo Zagreb,597,dinamo-zagreb,uefa.champions_qual
Escaldes,21528,escaldes,uefa.champions_qual
FC Astana,12124,fc-astana,uefa.champions_qual
FC Copenhagen,909,fc-copenhagen,uefa.champions_qual
FC Farul Constanta,6731,fc-farul-constanta,uefa.champions_qual
FK Qarabag,10414,fk-qarabag,uefa.champions_qual
Ferencvaros,622,ferencvaros,uefa.champions_qual
Flora,12146,flora,uefa.champions_qual
Galatasaray,432,galatasaray,uefa.champions_qual
HJK Helsinki,502,hjk-helsinki,uefa.champions_qual
Hamrun Spartans,7858,hamrun-spartans,uefa.champions_qual
KI Klaksvik,2547,ki-klaksvik,uefa.champions_qual
Larne,20039,larne,uefa.champions_qual
Lincoln Red Imps,17856,lincoln-red-imps,uefa.champions_qual
Ludogorets Razgrad,13018,ludogorets-razgrad,uefa.champions_qual
Maccabi Haifa,611,maccabi-haifa,uefa.champions_qual
Marseille,176,marseille,uefa.champions_qual
Molde,2715,molde,uefa.champions_qual
